Date,Product,Category,Quantity,Price,Region
2024-10-14,Table,Furniture,12,42949,East
2024-01-23,Pen,Stationery,9,3234,West
2024-06-15,Notebook,Stationery,4,20484,South
2024-02-25,Mouse,Electronics,4,39432,North
2024-07-20,Mouse,Electronics,19,48896,West
2024-05-05,Desk,Furniture,3,44114,East
2024-11-20,Laptop,Electronics,6,8867,West
2024-11-16,Desk,Furniture,12,48713,East
2024-12-09,Headphones,Electronics,18,39848,East
2024-06-02,Pen,Stationery,13,24423,East
2024-08-21,Table,Furniture,11,6691,East
2024-05-04,Table,Furniture,15,2269,North
2024-03-27,Desk,Furniture,5,31878,South
2024-10-11,Desk,Furniture,9,18900,North
2024-10-04,Pen,Stationery,17,36675,West
2024-06-10,Headphones,Electronics,9,2452,North
2024-12-19,Chair,Furniture,19,46733,West
2024-01-21,Tablet,Electronics,17,440,West
2024-04-01,Pen,Stationery,4,9814,East
2024-09-29,Tablet,Electronics,13,26862,East
2024-12-06,Desk,Furniture,19,12552,West
2024-05-26,Laptop,Electronics,5,43271,East
2024-11-05,Books,Stationery,2,24942,North
2024-01-05,Notebook,Stationery,11,26186,North
2024-01-17,Keyboard,Electronics,12,13993,East
2024-11-03,Notebook,Stationery,16,38735,West
2024-03-15,Sofa,Furniture,4,7369,North
2024-09-05,Desk,Furniture,15,13091,East
2024-08-06,Chair,Furniture,19,48177,South
2024-12-30,Pen,Stationery,15,41962,East
2024-12-02,Books,Stationery,8,16599,North
2024-03-03,Laptop,Electronics,8,14582,South
2024-07-07,Pen,Stationery,5,46192,East
2024-02-23,Notebook,Stationery,11,36774,South
2024-07-12,Desk,Furniture,16,17711,North
2024-01-19,Notebook,Stationery,15,27910,South
2024-01-30,Chair,Furniture,8,11690,East
2024-02-06,Books,Stationery,4,32892,North
2024-05-15,Books,Stationery,13,42827,North
2024-02-04,Mouse,Electronics,1,20231,South
2024-09-16,Pen,Stationery,9,21381,South
2024-03-12,Notebook,Stationery,11,19910,East
2024-10-16,Desk,Furniture,13,44816,North
2024-03-06,Tablet,Electronics,6,22131,West
2024-05-23,Mouse,Electronics,2,24397,South
2024-10-16,Table,Furniture,13,10450,East
2024-02-24,Pen,Stationery,14,4827,East
2024-11-16,Chair,Furniture,7,28554,North
2024-02-22,Keyboard,Electronics,13,34424,East
2024-01-23,Laptop,Electronics,17,16666,West
2024-02-23,Table,Furniture,10,24135,West
2024-12-31,Table,Furniture,18,39423,West
2024-01-30,Printer,Electronics,15,46201,East
2024-01-12,Tablet,Electronics,8,5685,East
2024-09-04,Notebook,Stationery,2,37813,South
2024-02-18,Pen,Stationery,9,14127,East
2024-12-14,Mouse,Electronics,17,23645,South
2024-12-08,Desk,Furniture,6,22836,West
2024-11-20,Desk,Furniture,9,35305,West
2024-03-05,Printer,Electronics,11,37596,East
2024-04-09,Books,Stationery,2,37391,South
2024-06-25,Pen,Stationery,13,25782,South
2024-08-05,Books,Stationery,17,32541,North
2024-01-23,Monitor,Electronics,10,6418,North
2024-01-24,Tablet,Electronics,13,29896,West
2024-10-07,Books,Stationery,4,45586,South
2024-05-19,Headphones,Electronics,19,5942,North
2024-10-30,Chair,Furniture,5,22105,East
2024-05-25,Tablet,Electronics,15,1619,West
2024-01-13,Sofa,Furniture,12,9183,South
2024-01-16,Headphones,Electronics,4,26754,North
2024-04-09,Keyboard,Electronics,11,34873,North
2024-08-03,Books,Stationery,13,20460,West
2024-05-28,Notebook,Stationery,3,49231,West
2024-01-21,Table,Furniture,1,8647,West
2024-02-18,Pen,Stationery,13,7580,South
2024-03-14,Table,Furniture,12,2200,South
2024-09-14,Headphones,Electronics,6,18299,South
2024-06-11,Monitor,Electronics,14,31981,North
2024-09-24,Pen,Stationery,6,34932,South
2024-07-06,Tablet,Electronics,4,1501,South
2024-04-13,Chair,Furniture,16,12050,West
2024-06-23,Desk,Furniture,10,5918,South
2024-08-11,Mobile,Electronics,5,15593,North
2024-01-12,Laptop,Electronics,7,20193,West
2024-06-08,Books,Stationery,4,21036,East
2024-08-01,Mouse,Electronics,8,11408,East
2024-04-07,Books,Stationery,9,2304,South
2024-03-30,Mouse,Electronics,12,41575,West
2024-04-05,Mouse,Electronics,5,26523,West
2024-08-20,Sofa,Furniture,15,49529,North
2024-01-26,Notebook,Stationery,12,43469,North
2024-09-23,Sofa,Furniture,13,32182,North
2024-12-16,Printer,Electronics,8,13479,West
2024-06-23,Pen,Stationery,1,33940,West
2024-06-22,Desk,Furniture,15,24834,South
2024-12-26,Chair,Furniture,18,6039,East
2024-08-13,Chair,Furniture,18,27145,East
2024-10-20,Mobile,Electronics,14,27176,South
2024-10-28,Table,Furniture,18,31533,North
2024-01-06,Notebook,Stationery,3,37953,North
2024-07-27,Tablet,Electronics,12,27908,West
2024-12-16,Books,Stationery,18,42606,West
2024-12-20,Chair,Furniture,16,12967,West
2024-12-22,Notebook,Stationery,12,21742,North
2024-09-16,Sofa,Furniture,6,30973,West
2024-04-16,Books,Stationery,2,34164,East
2024-01-08,Printer,Electronics,2,5466,North
2024-04-03,Desk,Furniture,4,45650,North
2024-03-24,Pen,Stationery,17,45342,West
2024-03-14,Table,Furniture,12,12524,West
2024-06-19,Monitor,Electronics,10,19810,North
2024-02-24,Desk,Furniture,8,18853,West
2024-12-14,Notebook,Stationery,5,15614,East
2024-09-21,Headphones,Electronics,10,2887,South
2024-06-08,Pen,Stationery,2,2276,North
2024-04-26,Mouse,Electronics,17,28582,South
2024-12-11,Pen,Stationery,17,20158,South
2024-12-14,Mobile,Electronics,13,41175,West
2024-06-02,Tablet,Electronics,18,15517,North
2024-04-14,Notebook,Stationery,11,9356,North
2024-08-24,Chair,Furniture,17,43461,North
2024-05-28,Monitor,Electronics,5,2971,East
2024-07-06,Sofa,Furniture,19,1232,East
2024-02-09,Pen,Stationery,7,39165,North
2024-12-27,Keyboard,Electronics,4,43898,West
2024-02-10,Notebook,Stationery,13,20800,West
2024-11-19,Pen,Stationery,14,44625,South
2024-07-13,Pen,Stationery,5,47076,East
2024-01-24,Pen,Stationery,4,47168,West
2024-06-29,Desk,Furniture,3,16773,West
2024-09-10,Books,Stationery,5,37826,North
2024-11-08,Chair,Furniture,6,34248,South
2024-11-12,Pen,Stationery,6,19640,West
2024-11-27,Pen,Stationery,15,10279,South
2024-12-08,Pen,Stationery,4,19724,South
2024-04-21,Table,Furniture,5,23164,East
2024-02-16,Notebook,Stationery,16,36318,South
2024-09-28,Notebook,Stationery,8,15188,East
2024-02-01,Pen,Stationery,10,3373,East
2024-05-18,Sofa,Furniture,9,9268,West
2024-02-17,Table,Furniture,17,28583,West
2024-08-28,Books,Stationery,5,31945,North
2024-03-21,Books,Stationery,19,12167,North
2024-04-05,Notebook,Stationery,8,20338,East
2024-06-15,Notebook,Stationery,1,25682,North
2024-09-07,Chair,Furniture,17,19973,North
2024-12-05,Laptop,Electronics,13,37225,West
2024-03-16,Tablet,Electronics,17,41620,West
2024-09-27,Books,Stationery,1,12212,West
2024-03-18,Chair,Furniture,19,24718,South
2024-09-03,Keyboard,Electronics,2,37664,West
2024-06-16,Books,Stationery,19,5097,East
2024-12-01,Laptop,Electronics,5,39294,South
2024-03-20,Printer,Electronics,3,35631,East
2024-01-02,Notebook,Stationery,4,27898,West
2024-07-24,Sofa,Furniture,5,43626,West
2024-03-23,Pen,Stationery,18,24435,East
2024-05-03,Desk,Furniture,16,16299,North
2024-10-09,Monitor,Electronics,11,26600,West
2024-11-29,Keyboard,Electronics,1,10908,North
2024-02-19,Desk,Furniture,1,30113,West
2024-02-16,Tablet,Electronics,5,26149,East
2024-08-02,Headphones,Electronics,7,16050,South
2024-07-20,Pen,Stationery,18,15266,North
2024-01-06,Printer,Electronics,10,10661,South
2024-03-22,Monitor,Electronics,9,2088,South
2024-09-22,Laptop,Electronics,17,28330,South
2024-05-03,Tablet,Electronics,16,38501,West
2024-10-21,Table,Furniture,11,32282,East
2024-02-10,Mouse,Electronics,6,22647,South
2024-11-04,Pen,Stationery,15,16293,South
2024-10-09,Sofa,Furniture,6,34610,South
2024-04-09,Laptop,Electronics,16,45900,East
2024-03-23,Chair,Furniture,4,9380,South
2024-05-29,Mobile,Electronics,15,48542,East
2024-01-25,Tablet,Electronics,4,18945,North
2024-01-07,Laptop,Electronics,13,42151,North
2024-05-17,Monitor,Electronics,19,2020,West
2024-10-14,Headphones,Electronics,14,13005,South
2024-10-09,Chair,Furniture,10,16853,South
2024-04-02,Sofa,Furniture,15,29415,East
2024-12-13,Tablet,Electronics,19,30043,North
2024-07-30,Books,Stationery,9,10509,North
2024-02-16,Books,Stationery,15,30231,West
2024-10-25,Books,Stationery,14,37032,West
2024-11-13,Desk,Furniture,11,8352,South
2024-04-03,Tablet,Electronics,16,12725,West
2024-05-06,Notebook,Stationery,18,26249,East
2024-06-22,Pen,Stationery,13,47707,East
2024-03-31,Table,Furniture,1,1114,South
2024-03-13,Notebook,Stationery,10,23348,North
2024-10-10,Sofa,Furniture,7,38356,North
2024-02-25,Chair,Furniture,9,18357,East
2024-08-17,Mobile,Electronics,11,5407,South
2024-11-30,Desk,Furniture,11,5768,West
2024-07-23,Table,Furniture,11,7452,West
2024-12-28,Desk,Furniture,7,36512,South
2024-08-29,Books,Stationery,3,13361,North
2024-05-12,Keyboard,Electronics,6,13752,North
2024-04-18,Desk,Furniture,18,31274,East
2024-05-08,Pen,Stationery,4,12456,West
2024-10-28,Notebook,Stationery,13,46490,West
2024-06-25,Books,Stationery,4,38989,South
2024-07-31,Sofa,Furniture,16,30916,North
2024-02-08,Keyboard,Electronics,19,19078,South
2024-03-16,Keyboard,Electronics,5,32954,East
2024-08-26,Notebook,Stationery,9,46464,North
2024-04-21,Books,Stationery,14,32215,East
2024-05-13,Laptop,Electronics,8,49848,West
2024-05-05,Table,Furniture,1,41780,East
2024-05-17,Sofa,Furniture,14,21213,East
2024-01-28,Notebook,Stationery,9,46413,East
2024-05-06,Sofa,Furniture,15,47961,East
2024-05-16,Sofa,Furniture,8,43470,East
2024-07-13,Keyboard,Electronics,1,49270,South
2024-12-19,Notebook,Stationery,1,34816,East
2024-04-02,Keyboard,Electronics,1,44037,West
2024-09-01,Books,Stationery,16,5652,West
2024-12-09,Headphones,Electronics,7,19171,South
2024-01-07,Mouse,Electronics,13,15910,South
2024-01-17,Mouse,Electronics,1,36513,East
2024-01-29,Tablet,Electronics,3,40242,North
2024-06-04,Notebook,Stationery,16,36761,North
2024-12-29,Headphones,Electronics,16,27148,East
2024-12-04,Chair,Furniture,7,817,East
2024-05-18,Chair,Furniture,13,5094,North
2024-02-17,Table,Furniture,8,23285,South
2024-07-03,Table,Furniture,12,27474,West
2024-03-22,Books,Stationery,17,37648,South
2024-08-08,Headphones,Electronics,15,49783,East
2024-01-03,Chair,Furniture,3,14262,South
2024-03-02,Desk,Furniture,8,14494,West
2024-08-22,Pen,Stationery,11,8126,South
2024-12-13,Desk,Furniture,17,48108,East
2024-05-15,Chair,Furniture,15,48636,North
2024-11-13,Table,Furniture,5,3539,East
2024-07-29,Desk,Furniture,17,44486,West
2024-09-21,Tablet,Electronics,7,36031,East
2024-08-02,Chair,Furniture,17,28147,East
2024-09-01,Books,Stationery,4,589,South
2024-09-25,Table,Furniture,12,36384,East
2024-02-28,Desk,Furniture,8,17099,North
2024-08-09,Tablet,Electronics,2,1729,West
2024-12-01,Desk,Furniture,11,36146,North
2024-12-11,Table,Furniture,18,6639,East
2024-03-02,Table,Furniture,17,16867,South
2024-08-09,Mouse,Electronics,3,12326,North
2024-06-04,Keyboard,Electronics,13,22595,North
2024-12-21,Table,Furniture,13,1022,East
2024-07-25,Table,Furniture,7,48664,West
2024-12-05,Pen,Stationery,6,47163,South
2024-01-28,Monitor,Electronics,12,16644,West
2024-04-05,Headphones,Electronics,6,15328,East
2024-06-24,Books,Stationery,14,33557,South
2024-08-19,Printer,Electronics,14,46878,East
2024-08-17,Mouse,Electronics,8,37040,South
2024-09-12,Desk,Furniture,11,21472,South
2024-12-12,Pen,Stationery,10,37328,East
2024-10-17,Pen,Stationery,16,19312,West
2024-10-30,Pen,Stationery,19,25625,North
2024-04-23,Notebook,Stationery,6,43569,North
2024-12-20,Pen,Stationery,11,24093,East
2024-03-08,Headphones,Electronics,10,10876,North
2024-03-14,Mouse,Electronics,19,11022,North
2024-12-08,Books,Stationery,16,18742,West
2024-01-28,Notebook,Stationery,2,6938,North
2024-05-28,Pen,Stationery,5,44694,West
2024-06-14,Desk,Furniture,17,2317,North
2024-06-03,Sofa,Furniture,11,31008,East
2024-05-12,Table,Furniture,11,25615,East
2024-12-04,Tablet,Electronics,9,29977,North
2024-08-01,Books,Stationery,15,17099,South
2024-04-21,Books,Stationery,14,21233,North
2024-09-24,Pen,Stationery,11,49458,West
2024-06-04,Desk,Furniture,6,2790,West
2024-11-17,Table,Furniture,13,19504,North
2024-01-26,Keyboard,Electronics,2,24089,East
2024-07-27,Notebook,Stationery,8,45451,West
2024-02-14,Notebook,Stationery,11,19050,East
2024-07-30,Pen,Stationery,9,28950,North
2024-11-08,Chair,Furniture,15,39642,West
2024-08-18,Pen,Stationery,14,14815,North
2024-10-24,Books,Stationery,17,36003,South
2024-04-07,Tablet,Electronics,14,34414,South
2024-10-02,Notebook,Stationery,2,25438,South
2024-02-21,Desk,Furniture,10,31747,East
2024-10-22,Monitor,Electronics,3,26716,West
2024-04-02,Pen,Stationery,14,49443,South
2024-02-05,Sofa,Furniture,17,17520,North
2024-12-03,Table,Furniture,4,44354,West
2024-01-11,Sofa,Furniture,2,24026,West
2024-09-22,Desk,Furniture,5,47395,West
2024-11-11,Desk,Furniture,3,19667,South
2024-08-10,Books,Stationery,1,19802,East
2024-09-21,Chair,Furniture,10,41285,South
2024-04-15,Laptop,Electronics,16,49781,East
2024-12-02,Pen,Stationery,7,40560,West
2024-07-19,Printer,Electronics,18,14131,East
2024-08-14,Sofa,Furniture,7,31580,West
2024-07-05,Desk,Furniture,7,44839,North
2024-12-02,Desk,Furniture,13,27600,North
2024-07-06,Keyboard,Electronics,19,14000,South
2024-02-08,Sofa,Furniture,4,22623,West
2024-04-29,Headphones,Electronics,6,3362,West
2024-05-10,Keyboard,Electronics,3,24063,North
2024-04-05,Table,Furniture,16,8697,North
2024-01-06,Desk,Furniture,8,47388,South
2024-07-05,Notebook,Stationery,3,14179,West
2024-12-10,Tablet,Electronics,5,49559,East
2024-01-13,Mouse,Electronics,7,20962,North
2024-10-02,Notebook,Stationery,18,8212,West
2024-09-29,Laptop,Electronics,4,45636,West
2024-04-18,Desk,Furniture,18,5950,East
2024-04-20,Desk,Furniture,8,33182,East
2024-06-04,Mouse,Electronics,5,26196,North
2024-07-28,Printer,Electronics,2,11097,East
2024-04-05,Keyboard,Electronics,7,28784,South
2024-06-19,Keyboard,Electronics,18,35696,North
2024-12-02,Chair,Furniture,16,13978,West
2024-07-20,Pen,Stationery,9,32023,West
2024-11-03,Books,Stationery,1,1948,North
2024-08-14,Sofa,Furniture,1,9359,East
2024-09-27,Desk,Furniture,9,36739,West
2024-03-12,Headphones,Electronics,14,13404,East
2024-08-19,Desk,Furniture,1,30926,South
2024-09-29,Sofa,Furniture,11,48066,North
2024-02-25,Chair,Furniture,8,28154,South
2024-07-10,Table,Furniture,6,24584,East
2024-08-14,Desk,Furniture,9,43028,East
2024-04-13,Books,Stationery,19,25762,East
2024-05-26,Pen,Stationery,17,9321,West
2024-04-28,Desk,Furniture,2,9865,North
2024-02-27,Notebook,Stationery,17,12039,North
2024-08-15,Desk,Furniture,17,36044,East
2024-07-02,Sofa,Furniture,3,24523,East
2024-04-06,Mobile,Electronics,18,32651,East
2024-05-16,Desk,Furniture,6,44623,East
2024-01-25,Pen,Stationery,14,11088,East
2024-12-25,Sofa,Furniture,10,9597,South
2024-10-09,Pen,Stationery,5,21798,West
2024-06-29,Mouse,Electronics,3,12492,West
2024-12-16,Sofa,Furniture,2,32826,South
2024-05-08,Pen,Stationery,16,2330,South
2024-05-28,Mobile,Electronics,3,24029,North
2024-10-20,Monitor,Electronics,1,46039,North
2024-01-25,Notebook,Stationery,14,26001,North
2024-12-28,Mobile,Electronics,5,35540,West
2024-01-18,Pen,Stationery,4,49342,North
2024-07-10,Notebook,Stationery,8,9978,East
2024-07-21,Table,Furniture,17,3883,North
2024-11-06,Mobile,Electronics,13,34584,North
2024-07-15,Books,Stationery,6,20416,North
2024-11-02,Notebook,Stationery,1,14111,South
2024-08-07,Pen,Stationery,13,30763,South
2024-07-02,Chair,Furniture,7,31517,East
2024-04-10,Sofa,Furniture,12,21131,East
2024-11-30,Laptop,Electronics,10,6937,North
2024-07-26,Table,Furniture,3,18512,West
2024-03-30,Sofa,Furniture,17,37492,North
2024-09-18,Keyboard,Electronics,17,689,East
2024-05-22,Table,Furniture,15,49323,South
2024-09-01,Tablet,Electronics,13,10068,West
2024-02-27,Notebook,Stationery,5,13369,North
2024-10-29,Books,Stationery,2,22653,North
2024-02-28,Desk,Furniture,6,41769,West
2024-09-05,Table,Furniture,4,39796,South
2024-02-13,Chair,Furniture,7,14819,East
2024-12-02,Pen,Stationery,11,15186,East
2024-12-25,Pen,Stationery,16,10383,West
2024-02-19,Headphones,Electronics,17,47566,North
2024-05-07,Books,Stationery,6,48029,South
2024-11-19,Printer,Electronics,15,46930,West
2024-12-11,Notebook,Stationery,4,37392,West
2024-10-06,Mobile,Electronics,3,28907,East
2024-02-14,Pen,Stationery,9,3658,South
2024-05-04,Pen,Stationery,7,33869,North
2024-05-25,Notebook,Stationery,10,27977,South
2024-04-07,Headphones,Electronics,7,23199,East
2024-05-01,Chair,Furniture,5,10689,North
2024-01-06,Desk,Furniture,4,3264,West
2024-04-05,Table,Furniture,15,6109,North
2024-11-18,Mobile,Electronics,6,2771,South
2024-12-02,Pen,Stationery,17,40131,North
2024-01-22,Books,Stationery,6,28038,North
2024-01-03,Desk,Furniture,11,27486,North
2024-09-07,Notebook,Stationery,1,47316,North
2024-06-23,Mouse,Electronics,10,16608,North
2024-09-04,Pen,Stationery,2,32080,West
2024-11-09,Books,Stationery,10,817,South
2024-11-29,Pen,Stationery,9,33916,East
2024-01-11,Table,Furniture,3,38446,North
2024-07-27,Keyboard,Electronics,13,27626,West
2024-04-30,Desk,Furniture,2,48047,South
2024-08-28,Table,Furniture,11,25459,East
2024-12-29,Sofa,Furniture,16,47465,East
2024-03-16,Pen,Stationery,16,35213,West
2024-05-09,Monitor,Electronics,7,5977,South
2024-03-12,Pen,Stationery,15,32866,East
2024-01-12,Pen,Stationery,14,21154,North
2024-09-09,Sofa,Furniture,17,46242,North
2024-07-26,Printer,Electronics,5,49341,West
2024-04-10,Chair,Furniture,15,28847,South
2024-06-28,Notebook,Stationery,10,1194,West
2024-08-15,Headphones,Electronics,3,4082,East
2024-04-15,Desk,Furniture,19,12848,North
2024-06-12,Tablet,Electronics,6,5026,South
2024-12-21,Desk,Furniture,16,39976,South
2024-08-08,Tablet,Electronics,2,41889,West
2024-11-24,Desk,Furniture,15,1031,East
2024-04-25,Pen,Stationery,6,31401,East
2024-02-19,Books,Stationery,9,17795,South
2024-10-04,Monitor,Electronics,11,3848,South
2024-10-24,Monitor,Electronics,2,31408,North
2024-05-26,Sofa,Furniture,7,4775,South
2024-12-06,Sofa,Furniture,3,10780,North
2024-05-17,Pen,Stationery,2,20766,South
2024-05-23,Desk,Furniture,17,38851,West
2024-05-08,Sofa,Furniture,11,31931,East
2024-11-01,Books,Stationery,4,46589,West
2024-11-16,Books,Stationery,1,17855,East
2024-04-15,Mobile,Electronics,7,21989,West
2024-11-01,Notebook,Stationery,11,44427,East
2024-07-13,Books,Stationery,3,16495,South
2024-05-23,Books,Stationery,2,24468,South
2024-10-07,Table,Furniture,6,36735,West
2024-08-12,Mobile,Electronics,10,45963,North
2024-09-02,Keyboard,Electronics,10,29192,West
2024-02-10,Keyboard,Electronics,18,30078,West
2024-03-13,Desk,Furniture,2,5643,West
2024-08-13,Chair,Furniture,10,42947,West
2024-05-03,Notebook,Stationery,1,46614,West
2024-02-26,Sofa,Furniture,2,26370,South
2024-04-10,Chair,Furniture,15,14959,West
2024-11-29,Mouse,Electronics,10,19153,North
2024-05-07,Desk,Furniture,14,21253,South
2024-01-22,Desk,Furniture,6,13831,South
2024-04-05,Books,Stationery,4,2876,North
2024-07-13,Monitor,Electronics,18,14729,East
2024-05-28,Tablet,Electronics,16,47902,West
2024-07-24,Notebook,Stationery,7,34882,South
2024-07-17,Headphones,Electronics,14,18848,South
2024-02-13,Books,Stationery,9,30105,South
2024-07-24,Headphones,Electronics,8,22494,East
2024-03-23,Books,Stationery,3,21055,South
2024-09-07,Table,Furniture,8,45040,West
2024-11-21,Books,Stationery,9,49024,East
2024-11-20,Mouse,Electronics,2,14352,West
2024-05-08,Books,Stationery,8,42330,West
2024-02-23,Pen,Stationery,7,4178,West
2024-01-20,Books,Stationery,16,39622,South
2024-12-02,Books,Stationery,15,24804,South
2024-01-29,Monitor,Electronics,6,4203,West
2024-06-11,Books,Stationery,3,47391,North
2024-09-16,Books,Stationery,9,14090,East
2024-06-21,Sofa,Furniture,6,7230,East
2024-12-30,Headphones,Electronics,15,43032,South
2024-07-18,Pen,Stationery,8,2135,South
2024-10-25,Desk,Furniture,19,25725,North
2024-02-08,Monitor,Electronics,19,19283,East
2024-02-11,Pen,Stationery,14,11005,East
2024-10-01,Notebook,Stationery,2,29198,West
2024-08-07,Table,Furniture,6,46548,North
2024-09-19,Pen,Stationery,15,475,East
2024-06-02,Books,Stationery,4,43004,South
2024-04-26,Desk,Furniture,11,11926,North
2024-03-29,Chair,Furniture,16,25968,North
2024-10-31,Table,Furniture,4,9390,East
2024-08-02,Table,Furniture,11,30233,North
2024-11-08,Notebook,Stationery,11,31186,South
2024-06-12,Keyboard,Electronics,19,7108,South
2024-08-25,Sofa,Furniture,17,13107,South
2024-08-04,Headphones,Electronics,15,14427,East
2024-03-04,Table,Furniture,15,15640,South
2024-10-04,Table,Furniture,10,36458,North
2024-05-17,Chair,Furniture,9,29101,North
2024-11-03,Books,Stationery,18,13129,North
2024-05-11,Monitor,Electronics,2,1639,East
2024-06-26,Table,Furniture,4,10410,North
2024-10-18,Tablet,Electronics,8,28512,South
2024-06-04,Pen,Stationery,14,48885,West
2024-09-07,Printer,Electronics,3,8850,East
2024-02-08,Books,Stationery,17,37267,North
2024-08-09,Table,Furniture,11,6511,West
2024-09-13,Table,Furniture,7,39264,East
2024-03-10,Table,Furniture,13,6633,West
2024-04-04,Sofa,Furniture,5,12277,South
2024-08-16,Keyboard,Electronics,10,2180,West
2024-09-02,Table,Furniture,7,33772,North
2024-04-26,Books,Stationery,1,34593,East
2024-06-20,Desk,Furniture,7,4056,South
2024-08-23,Sofa,Furniture,7,48949,South
2024-04-04,Mobile,Electronics,1,32798,South
2024-04-07,Pen,Stationery,18,27943,North
2024-01-25,Table,Furniture,12,18665,East
2024-06-15,Headphones,Electronics,16,22466,West
2024-05-29,Pen,Stationery,17,42013,West
2024-02-22,Mouse,Electronics,5,22157,West
2024-05-02,Notebook,Stationery,7,41002,East
2024-01-29,Pen,Stationery,10,35263,East
2024-03-17,Notebook,Stationery,12,36233,North
2024-05-01,Pen,Stationery,8,23147,West
2024-05-15,Pen,Stationery,3,17040,East
2024-11-28,Tablet,Electronics,16,6577,North
2024-04-11,Mouse,Electronics,15,41898,South
2024-01-01,Keyboard,Electronics,17,14408,South
2024-11-01,Notebook,Stationery,8,36924,West
2024-11-29,Laptop,Electronics,14,30163,North
2024-01-25,Mouse,Electronics,11,28905,South
2024-11-10,Chair,Furniture,11,27381,West
2024-06-03,Books,Stationery,19,1179,West
2024-08-07,Books,Stationery,8,15427,North
2024-11-18,Chair,Furniture,2,2131,South
2024-04-03,Desk,Furniture,16,32330,North
2024-03-06,Headphones,Electronics,18,19381,South
2024-11-14,Books,Stationery,18,4370,West
2024-07-21,Books,Stationery,18,34652,East
2024-02-14,Pen,Stationery,14,29809,West
2024-08-01,Laptop,Electronics,19,43994,East
2024-08-07,Sofa,Furniture,18,21018,West
2024-06-28,Books,Stationery,19,13951,North
2024-04-08,Chair,Furniture,5,14845,South
2024-10-20,Pen,Stationery,8,19123,North
2024-06-21,Sofa,Furniture,16,23167,South
2024-03-05,Pen,Stationery,8,28856,South
2024-12-17,Pen,Stationery,11,49102,South
2024-08-12,Tablet,Electronics,18,6074,North
2024-03-28,Mouse,Electronics,13,35855,East
2024-02-19,Pen,Stationery,10,21738,West
2024-04-18,Notebook,Stationery,9,4440,North
2024-10-27,Books,Stationery,8,2259,North
2024-04-26,Mouse,Electronics,5,12121,West
2024-02-27,Monitor,Electronics,9,30332,South
2024-02-07,Keyboard,Electronics,11,40032,South
2024-06-16,Tablet,Electronics,14,2981,East
2024-05-31,Books,Stationery,3,17732,East
2024-12-09,Desk,Furniture,17,7136,North
2024-06-01,Notebook,Stationery,1,22599,North
2024-12-10,Monitor,Electronics,11,20037,West
2024-01-25,Chair,Furniture,19,4918,West
2024-02-11,Sofa,Furniture,9,42724,East
2024-12-25,Mobile,Electronics,16,24399,East
2024-01-21,Table,Furniture,13,40681,South
2024-02-08,Desk,Furniture,9,6291,East
2024-03-28,Table,Furniture,18,21535,West
2024-07-09,Laptop,Electronics,15,615,West
2024-07-27,Headphones,Electronics,9,6397,West
2024-09-17,Pen,Stationery,5,31066,West
2024-04-02,Notebook,Stationery,15,20325,North
2024-04-04,Chair,Furniture,10,44320,North
2024-01-09,Pen,Stationery,14,15203,South
2024-10-24,Tablet,Electronics,3,43592,North
2024-03-13,Monitor,Electronics,5,29869,West
2024-12-06,Notebook,Stationery,7,13898,East
2024-08-10,Keyboard,Electronics,19,20570,North
2024-07-27,Notebook,Stationery,12,32026,North
2024-12-24,Chair,Furniture,13,30429,West
2024-07-04,Sofa,Furniture,6,12070,East
2024-08-01,Sofa,Furniture,5,5174,East
2024-05-23,Notebook,Stationery,15,19873,West
2024-02-04,Monitor,Electronics,15,1615,East
2024-04-09,Chair,Furniture,19,35785,East
2024-05-23,Sofa,Furniture,17,32828,East
2024-07-28,Desk,Furniture,19,20139,West
2024-06-21,Notebook,Stationery,17,28450,North
2024-02-05,Pen,Stationery,10,10885,North
2024-05-13,Desk,Furniture,18,6458,North
2024-11-26,Chair,Furniture,17,15611,South
2024-03-15,Pen,Stationery,2,42367,South
2024-06-24,Keyboard,Electronics,19,40637,North
2024-11-10,Desk,Furniture,7,40257,West
2024-04-18,Notebook,Stationery,7,15340,North
2024-07-14,Mouse,Electronics,8,17819,East
2024-01-07,Pen,Stationery,13,715,East
2024-06-20,Tablet,Electronics,16,32073,East
2024-06-26,Tablet,Electronics,11,38285,East
2024-02-17,Laptop,Electronics,17,28486,West
2024-09-26,Pen,Stationery,3,8407,East
2024-05-30,Headphones,Electronics,17,44759,South
2024-03-19,Table,Furniture,14,5554,South
2024-09-20,Pen,Stationery,18,43354,East
2024-12-26,Notebook,Stationery,15,21552,South
2024-01-01,Printer,Electronics,17,23408,South
2024-12-14,Sofa,Furniture,12,27057,South
2024-07-10,Table,Furniture,7,5696,North
2024-11-05,Keyboard,Electronics,14,48574,South
2024-02-25,Headphones,Electronics,14,16060,South
2024-09-28,Monitor,Electronics,3,28232,South
2024-09-29,Desk,Furniture,17,9230,West
2024-03-25,Sofa,Furniture,2,31975,East
2024-11-20,Table,Furniture,6,10932,North
2024-07-19,Books,Stationery,5,13899,North
2024-04-09,Chair,Furniture,2,24526,South
2024-09-07,Table,Furniture,2,45312,South
2024-04-06,Mobile,Electronics,7,23588,North
2024-02-01,Mobile,Electronics,11,43166,North
2024-03-10,Chair,Furniture,4,40735,South
2024-02-25,Sofa,Furniture,18,43981,North
2024-04-22,Printer,Electronics,18,35609,North
2024-03-19,Pen,Stationery,10,46132,South
